timestamp,machine_id,state,power_kw,energy_kwh,load_percent,temperature_c,vibration_mm_s,rpm,production_rate,units_produced
1789022520,CNC_01,RUNNING,27.2,1.846,97.14,48.68,0.155,2400,22,0.0061
1789022520,CNC_02,RUNNING,28.21,1.976,94.04,50.28,0.171,2350,23,0.0064
1789022520,CNC_03,RUNNING,24.87,1.71,95.64,47.55,0.147,2450,21,0.0058
1789022520,COMP_01,RUNNING,50.56,3.357,101.13,71.32,0.326,1450,18,0.005
1789022520,PUMP_01,RUNNING,19.74,1.184,109.68,54.47,0.23,1800,12,0.0033
1789022520,HVAC_01,RUNNING,36.32,2.306,103.77,24.83,0.055,900,0,0.0
1789022520,FURNACE_01,RUNNING,77.89,5.136,99.86,839.96,0.111,1200,16,0.0044
1789022580,CNC_01,RUNNING,26.2,2.311,93.58,48.28,0.161,2400,22,0.0061
1789022580,CNC_02,ANOMALY,33.89,2.51,112.96,51.67,0.191,2350,23,0.0064
1789022580,CNC_03,RUNNING,26.81,2.143,103.13,48.58,0.151,2450,21,0.0058
1789022580,COMP_01,RUNNING,51.79,4.205,103.58,72.0,0.338,1450,18,0.005
1789022580,PUMP_01,RUNNING,19.12,1.486,106.23,53.95,0.219,1800,12,0.0033
1789022580,HVAC_01,RUNNING,34.42,2.889,98.35,23.77,0.043,900,0,0.0
1789022580,FURNACE_01,RUNNING,77.42,6.436,99.25,839.77,0.113,1200,16,0.0044
1789022640,CNC_01,RUNNING,27.33,2.777,97.61,48.73,0.154,2400,22,0.0061
1789022640,CNC_02,RUNNING,31.05,3.055,103.48,51.7,0.173,2350,23,0.0064
1789022640,CNC_03,RUNNING,27.8,2.578,106.91,49.27,0.165,2450,21,0.0058
1789022640,COMP_01,RUNNING,50.9,5.067,101.8,71.5,0.329,1450,18,0.005
1789022640,PUMP_01,RUNNING,17.17,1.785,95.4,52.67,0.205,1800,12,0.0033
1789022640,HVAC_01,RUNNING,33.21,3.471,94.88,23.28,0.051,900,0,0.0
1789022640,FURNACE_01,RUNNING,77.63,7.735,99.53,839.85,0.112,1200,16,0.0044
1789022700,CNC_01,RUNNING,29.25,3.244,104.47,49.86,0.166,2400,22,0.0061
1789022700,CNC_02,RUNNING,31.76,3.556,105.88,52.18,0.182,2350,23,0.0064
1789022700,CNC_03,RUNNING,26.65,3.012,102.51,48.46,0.149,2450,21,0.0058
1789022700,COMP_01,RUNNING,48.94,5.914,97.88,70.58,0.326,1450,18,0.005
1789022700,PUMP_01,RUNNING,16.2,2.084,90.02,52.28,0.211,1800,12,0.0033
1789022700,HVAC_01,RUNNING,34.12,4.053,97.47,23.65,0.045,900,0,0.0
1789022700,FURNACE_01,RUNNING,78.28,9.035,100.36,840.14,0.112,1200,16,0.0044
1789022760,CNC_01,RUNNING,29.69,3.712,106.04,50.16,0.172,2400,22,0.0061
1789022760,CNC_02,RUNNING,30.39,4.057,101.32,51.26,0.165,2350,23,0.0064
1789022760,CNC_03,RUNNING,24.74,3.445,95.14,47.49,0.148,2450,21,0.0058
1789022760,COMP_01,RUNNING,48.24,6.759,96.48,70.3,0.331,1450,18,0.005
1789022760,PUMP_01,RUNNING,17.36,2.383,96.45,52.74,0.204,1800,12,0.0033
1789022760,HVAC_01,RUNNING,36.07,4.637,103.06,24.67,0.053,900,0,0.0
1789022760,FURNACE_01,RUNNING,78.6,10.336,100.77,840.3,0.115,1200,16,0.0044
